sg_sites,n_materials
C2 | 2a 2b 4c,1
P6_3mc | 2a 2b 6c 6c 6c 6c 6c 6c 12d,1
C2/m | 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,1
I4_1/amd | 4a 8c 8e,1
P3m1 | 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1c 1c 1c 1c,1
I4/mcm | 4a 4c 8e 8h 8h 16i 16k 16l,1
P2/m | 1a 1g 2j 2m 2n 2n 4o,1
Cmce | 4a 4b 8e 8f 8f 8f 16g,1
Amm2 | 2a 2a 2a 2a 2b 2b 2b 2b 2b 4d 4d 4e 4e,1
P-1 | 1a 1b 1g 1h 2i 2i 2i 2i 2i,1
C2 | 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c,1
C222_1 | 4a 4a 4b 4b 8c 8c 8c 8c 8c 8c 8c 8c 8c 8c 8c 8c 8c 8c,1
R-3m | 3a 3b 6c 18h,1
Cmc2_1 | 4a 8b 8b 8b 8b,1
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b,1
Fd-3m | 8a 8b 16d 48f,1
P4/n | 2c 8g 8g 8g 8g 8g 8g,1
I-42m | 2a 4d 8i 8i 8i 8i 8i 8i 8i 16j 16j 16j,1
Fmmm | 8f 8g 8i 16m 16n 16n 16n 32p 32p 32p 32p,1
P321 | 1a 2d 3e 3f,1
I4/mcm | 4a 4b 4c 8f 8h 16l 16l,1
P4_2/mmc | 2c 4j,1
R-3 | 3a 3b 6c 6c 18f 18f,1
Ibam | 4a 8g 8j 8j 8j,1
Pnna | 4c 4d 4d 4d 8e 8e 8e,1
P2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,1
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 4f 4f 4f 4f 4f 4f 4f 4f 4f 4f,1
C2/m | 4g 4h 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j,1
I4mm | 2a 2a 2a 2a 2a 2a 8c 8c,1
Immm | 2a 2d 4i 4j 4j 4j,1
C2/c | 4e 4e 4e 8f 8f 8f 8f 8f 8f,1
Cm | 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b 4b,1
Cmce | 8d 8e 8f 8f 16g,1
Pmmm | 1a 1h 2s,1
P4/mnc | 2a 4d 4e 8h 16i,1
Pnn2 | 2a 2b 4c 4c 4c 4c,1
P4_2/mnm | 2a 4d 4f,1
P3m1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1c 1c 1c 1c 1c 1c 1c 1c 1c 1c 1c 1c,1
P-62m | 1a 3f 3g,1
C2/m | 2a 4g 4g 4h 4h 4h 4i 8j 8j 8j,1
Immm | 4e 4i 8k 8l 8l 8m,1
Pm-3n | 6c 8e,1
C2/m | 2a 2d 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,1
R-3m | 3a 3b 6c 6c 9d 18h,1
P6_3mc | 2a 2a 2b 2b 2b,1
C2/m | 2a 2b 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j 8j,1
P-1 | 1a 1b 1d 1f 1g 1h 2i 2i 2i 2i,1
P4/n | 2a 2b 2c 2c 8g 8g 8g,1
I4mm | 2a 2a 2a 2a 4b 4b 8c,1
I4_1 | 4a 4a 8b 8b 8b 8b 8b 8b 8b 8b 8b,1
P-1 | 1a 1h 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
Imma | 4a 4c 4d 4e 4e 16j,1
Pbcm | 4a 4c 4c 4d 4d 4d 4d 8e,1
C2/m | 4e 4g 4h 4i 4i,1
P-62m | 2c 3f 3f 3g 3g 3g 3g 6j 6k,1
I4_1/acd | 16e 32g,1
C2 | 2a 4c 4c 4c 4c 4c 4c 4c,1
P-3m1 | 1a 2c 2d 2d 2d 3f 6i 6i,1
Pnma | 4c 4c 4c 4c 4c 4c 4c 8d 8d,1
P4/m | 1a 1b 1c 4j 4j 4k 4k 4k,1
Pm-3n | 2a 6b 6c 8e 12f,1
Immm | 2a 4g 4h 4i 8l,1
P-6c2 | 2a 2c 2f 12l,1
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 4f 4f,1
C2/m | 2a 4h 4i 4i 4i 4i 8j 8j,1
P3_221 | 3a 6c 6c 6c 6c 6c 6c 6c 6c 6c,1
Fmmm | 4a 8i 8i 8i 16m 16m 16m 16m 16o 32p,1
P31c | 2a 2b 2b 6c 6c 6c 6c 6c,1
R-3 | 6c 18f 18f 18f 18f 18f,1
P4/mmm | 1a 1b 1c 2e 2g 2g 2g 2h 4i,1
I4/m | 2a 2b 4d 4e 8h 16i,1
P2_1/c | 2a 2d 4e 4e 4e 4e 4e 4e 4e 4e,1
Pmmn | 2a 2a 2b 4e 4e 4e 4e 4e 4e 4e,1
Pmma | 2a 4k,1
P2/m | 1a 1g 2m 2m 2m 2m 2n 2n 2n 2n 2n,1
Amm2 | 2a 2b 2b 4c 4c 4c 4d,1
I4/mcm | 4c 8h,1
I4mm | 2a 2a 8d,1
C2/c | 4a 4c 4e 8f,1
Pm | 1a 1a 1a 1a 1a 1b 1b,1
P4/mbm | 2a 4e 4h 8k,1
Fd-3m | 8a 16c 32e 48f,1
P4_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,1
P4_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a,1
Cmce | 4a 8f 8f 8f,1
Pmmn | 2a 2b 4c,1
Pmma | 2a 2c 2e 2f 2f 4j,1
Cmc2_1 | 4a 4a 4a 4a 4a 8b 8b 8b 8b,1
P6_3mc | 2a 2a 2a 2b 2b 2b 2b 2b,1
C222_1 | 4b 4b 8c 8c 8c 8c 8c 8c,1
P6_3/mmc | 2a 2b 4f 4f 4f 6g 6h 12k,1
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 4f 4f 4f 4f,1
P6_3/mcm | 2b 4d 6g 6g 12j,1
Cmm2 | 4c 4c 4d 4d 4d 4e 4e 4e,1
C2 | 2a 2a 2a 2b 4c 4c 4c,1
P6_3 | 2a 2a 2b 2b 2b 6c 6c,1
Fmmm | 4a 8e 8i 8i,1
Ima2 | 4b 4b 4b,1
Imm2 | 2a 2a 2a 2a 2a 2a 2a 2a 2a,1
P-62m | 1a 2d 3f 3g 3g 3g 6j,1
Pmmn | 2a 2b 2b,1
Pc | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,1
Pnma | 4c 4c 4c 4c 8d 8d 8d 8d 8d 8d,1
P4/mbm | 2a 2c 4e 4g 8j 8k 8k 8k,1
Cmcm | 4c 4c 4c 8f 8f,1
Fm-3m | 4a 4b 8c 24e 32f 48i,1
Fmmm | 4a 8h 8h 8i,1
P4_2/ncm | 4b 4e 8i,1
Ama2 | 4b 4b 4b 4b 4b 4b 4b 8c 8c 8c 8c 8c 8c 8c 8c 8c,1
Pmmn | 2a 4e 4e 4e,1
Fddd | 8a 16e 16g,1
P4/mmm | 2g 2g 2g 2g 2g,1
C2/m | 2a 2c 4g 4h 4i 8j,1
P-6m2 | 1a 1b 1c 2i,1
P-1 | 1a 1h 2i,1
Pmmn | 4e 4e 4e 4e 4e,1
P6_3/mmc | 2c 2d 4e 4f 4f,1
Pmm2 | 1a 1b 1d 1d,1
P-31c | 2b 2c 6h 12i 12i 12i 12i,1
Pnna | 4a 4c 4d 8e 8e 8e 8e,1
R32 | 3a 6c 9d 18f,1
P4/nmm | 2c,1
P4_2/mmc | 2a 2b 2c 2e 8n,1
C2/m | 2a 2c 4i 4i 8j,1
C2/c | 4c 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,1
P-6m2 | 1a 1f 2g 2i,1
P4/mnc | 2a 2b 4c 4e 8g 8h 16i,1
P3m1 | 1a 1a 1a 1b 1b 1c 1c,1
Cmcm | 4c 4c 8d,1
P4_2/nbc | 4a 4c 8j 16k 16k 16k,1
C2/m | 2a 2b 4g 4h 4h 4i 4i 8j,1
Pmma | 2e,1
P-1 | 1a 1b 1c 1f 2i 2i 2i 2i 2i,1
P4/n | 2c 2c 2c 8g 8g 8g 8g,1
C2/m | 4i 4i 4i 4i 4i 8j 8j 8j,1
Pmmm | 1a 1d 1g,1
P3m1 | 1a 1a 1a 1b 1b 1b 1c 1c 1c,1
Ama2 | 4a 4b 4b 4b 4b,1
I4/m | 4c 8h 8h,1
Immm | 2a 2c 4i 4j,1
Cmcm | 8g 8g 8g 8g 8g,1
Cmcm | 4c 4c 4c 8e 8f,1
P4_132 | 8c 8c 8c 24e,1
Ama2 | 4a 4a 4b 4b 4b 4b 4b 4b 8c 8c 8c 8c 8c,1
P2/c | 2e 2e 2f 2f 4g 4g,1
C2/m | 2a 4g 4h 4i 4i,1
P6_3mc | 2a 2a 2a 2a 2b 2b 2b 2b 2b 2b 2b 6c 6c 6c 6c 6c 6c 6c,1
P2_1/m | 2e 2e 2e 2e 2e 4f 4f 4f 4f 4f 4f 4f 4f 4f,1
Pba2 | 2a 4c 4c 4c 4c 4c 4c 4c 4c,1
P6_422 | 3a 3d 6f 6i,1
P2_1/m | 2a 2d 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 4f 4f 4f 4f,1
Cmcm | 8g 8g,1
P4/ncc | 4a 16g 16g,1
P6_3/mmc | 2a 2b 2c 4f 4f,1
P4/nmm | 2a 2b 2c 8j,1
R3m | 3a 9b,1
Pmmm | 1a 1b 1c 1h 2t,1
Fmmm | 4a,1
Cmce | 8d 8d 8f,1
R-3m | 3a 6c 18f 18g 18h 18h,1
Pmmm | 1a 1b 1e 1h,1
Cmcm | 4a 4c 4c 4c 8f 8f 8f 8f 8f 8f 16h 16h,1
Imma | 4c 4e 4e,1
P-6m2 | 1a 1d 3j 3k 3k 3k,1
P4_1 | 4a 4a 4a 4a 4a 4a 4a 4a,1
P2_1/m | 2a 2d 2e 2e 2e 2e 2e 2e 2e 2e 4f 4f,1
Cmcm | 4c 8e 8f 8g 8g,1
P-62m | 1a 2d 3g 3g 6j,1
Imm2 | 2a 2a 2a 2a 2a 2b,1
Cmcm | 4a 4c 4c 8f 8f 8g 16h 16h,1
Fm-3m | 4a 4a 4b,1
Amm2 | 2a 2a 2a 2a 2b 2b 2b,1
P-62c | 4e 4f 4f 6g 6g 6h 6h,1
I-43m | 2a 6b 8c 24g 24g 24g,1
Ima2 | 4a 4a 4b 4b 4b 4b 4b 8c 8c 8c 8c 8c 8c 8c,1
P4/mbm | 2a 4g 4h 4h 8i,1
P2_1/m | 2a 2e 2e 2e 2e 2e 2e 4f 4f 4f 4f 4f 4f 4f 4f 4f 4f 4f,1
Immm | 2a 2b 4h 4j 4j 8l 8l 8l,1
Pmmn | 2a 2a 2b 4e 4e 4f 8g,1
P2/m | 1a 1c 1e 1h 2m 2m 2m 2m 2m 2m 2m 2n 2n 2n 2n 2n 2n 2n,1
P-1 | 1a 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
P6_3mc | 2a 2b 2b 6c 6c 12d,1
P6_422 | 3c 3d,1
P-31c | 2c 2d 12i 12i 12i 12i,1
C2/m | 4i 4i 4i 4i 4i 4i 4i 8j 8j 8j 8j 8j 8j 8j 8j 8j 8j,1
P2_1/c | 2a 2c 4e 4e 4e 4e 4e 4e 4e 4e,1
Imm2 | 2a 2a 2b 2b 4c 4d 4d 8e 8e,1
C222_1 | 4a 4b 4b 4b 8c 8c,1
Pbcm | 4a 4c 4d 4d,1
C2/m | 2a 2b 4e 4h 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j 8j 8j 8j,1
Ibam | 4a 8e 8i 8j 16k,1
R-3 | 9d 9e 18f 18f,1
R-3c | 6b 18e 36f 36f,1
P-3m1 | 1a 2d 2d 3f 6i 6i,1
P2_1/m | 2a 2c 2e 2e 2e 2e 2e 2e 2e 2e 2e 4f 4f,1
P2_1/c | 2a 2d 4e,1
Cmcm | 4c 4c 4c 8e,1
I4_1/amd | 8c 8e 16g 16h 16h 32i,1
C2/c | 4a 4e 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,1
P4/mmm | 1a 1b 1c 1d 2e 2f 2g 2h 4i 4l 4m 4n 4o 8r,1
P3m1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1c 1c 1c 1c 1c 1c 1c 1c 1c 1c,1
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,1
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b,1
Pmna | 2a 4e 4h,1
R3m | 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a 3a,1
C222 | 2a 4k,1
I-4 | 2a 2d 8g 8g 8g,1
Fddd | 16f 16g,1
P-1 | 1a 1b 2i 2i 2i 2i 2i 2i,1
P4/mbm | 2a 2b 4h,1
P2_1/m | 2a 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 4f 4f 4f 4f 4f,1
P6/mmm | 1a 6k,1
Cm | 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b,1
P4/ncc | 4c 4c 8f 16g 16g 16g,1
R-3 | 3a 6c 6c 6c 18f 18f 18f 18f 18f 18f 18f,1
P4_12_12 | 4a 8b,1
P4mm | 1a 1a 1a 1b 2c 2c,1
P6/mmm | 2c 3g,1
Cmce | 8e 8f 8f 8f 8f 8f 16g 16g,1
Imma | 4e 4e 8h 8h 8h 16j 16j,1
I4_1/amd | 4a 4b 8c 8d 8e 16g,1
R-3m | 3a 3b 6c 6c 6c 9d 18h 18h 18h,1
Pmma | 2a 2c 2e 2f 4g 4j 4k 8l,1
P-6c2 | 2a 2e 6k 6k 12l,1
Aea2 | 4a 8b 8b 8b 8b 8b 8b 8b 8b 8b,1
C2/m | 2a 2c 4g 4h 4i 4i 4i 8j 8j 8j 8j 8j 8j 8j,1
P4/mmm | 1a 1d 2f 2g 2g 2g 2h 4i,1
Pnnm | 2a 4g 4g 4g 4g 4g 8h 8h 8h,1
P-6m2 | 1a 1f 2h,1
Amm2 | 2a 2a 2b 2b 4c 4d 4d 4d 4e 4e 4e,1
P-4 | 1a 1c 2g 4h 4h 4h 4h 4h 4h,1
P6_3/mmc | 2b 2c 2d,1
F-43m | 4a 4c 4d 16e 24f 48h,1
R-3 | 6c 18f,1
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,1
R-3m | 3a 3b 6c 6c 6c 6c 6c 6c,1
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b,1
Immm | 2a 2b 4j 8l,1
P-42m | 1a 1c 2e 4n,1
C2/c | 4e 4e,1
C2/m | 4i 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j 8j,1
P2/m | 1a 1f 1g 2m 2n,1
Pmn2_1 | 2a 2a 2a 2a 2a 2a 2a 2a,1
P2_1/m | 2e 2e 2e 4f 4f 4f,1
Pnma | 4c 4c 4c 8d 8d 8d 8d 8d 8d,1
Cmce | 4a 8f 8f 8f 8f 16g,1
P-3m1 | 1a 1b 2c 2d 2d 2d 2d 6i 6i 6i,1
Imma | 4a 4c 4e 8h 16j 16j,1
P4/n | 2c 2c 8g 8g,1
P-4m2 | 1a 1c 1d 2g 2g 4h 4i 4j 4j 4k 8l 8l 8l,1
Ibam | 4a 4b 8g 8j 16k,1
Pmm2 | 1a 1a 1b 1b 1b 1c 1c 1d 1d,1
P-4 | 2g 4h 4h 4h 4h 4h,1
R-3 | 6c 6c 6c 18f 18f 18f 18f 18f 18f,1
P222 | 1a 1c 1d 2r 2s 4u 4u,1
C222_1 | 4a 4a 4b 4b 4b 8c 8c 8c,1
Fd-3m | 8a 8b 32e 32e,1
Cmcm | 4a 4c 4c 8f 8f 16h,1
Fddd | 16f 16g 16g 16g 32h 32h,1
P6_3/m | 2a 2b 2c 6h 6h 6h 6h 6h 6h 12i,1
P-4m2 | 1a 1b 2g 2g 4j,1
P6_3/mmc | 2a 2c 4e 4f 4f 4f 6h 12k 12k,1
P4_2/n | 2a 4e 4e 8g 8g 8g 8g 8g 8g,1
Pnma | 4a 4c 4c 8d 8d 8d,1
P4/ncc | 4c 4c 4c 16g 16g 16g,1
I4/mcm | 4a 4c 8h,1
I23 | 12d 24f 24f,1
R-3 | 18f 18f 18f,1
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 4f,1
Cmce | 8d 8f 8f 8f 8f 16g 16g,1
I-42d | 8d 8d 16e 16e 16e 16e,1
Pc | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,1
P3_121 | 6c 6c 6c 6c 6c,1
R-3 | 3a 3b 6c 6c 6c 18f 18f 18f 18f 18f,1
P3m1 | 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 1c 1c 1c 1c 1c 1c 1c 1c,1
I4_1/a | 4a 4b 16f 16f 16f 16f 16f 16f,1
I4_1/amd | 4a 8c 16h 16h 16h 16h,1
R3c | 6a 6a 6a 18b 18b 18b 18b 18b 18b 18b 18b,1
Pm | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b 1b,1
Cc | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,1
P-42_1m | 4e 4e 8f,1
Pmma | 2a 2d 2e 2e 4k,1
P4/mmm | 1a 1b 1c 2g 2g 2h 4i,1
P4_2/mbc | 4b 4d 8h 8h 16i 16i,1
P4/nmm | 2c 8i 8i 8j 8j,1
P6_3/m | 2b 2c 6h 6h 6h,1
P2_1/m | 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e,1
C2/m | 2a 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,1
P4/nmm | 2c 2c 2c 2c 4f 8i,1
Fm-3 | 8c 32f 48h 48h,1
C2 | 2a 2a 2b 2b 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c,1
I4/mmm | 2a 4c 4e 8h,1
Pmn2_1 | 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b,1
Cmc2_1 | 4a 4a 4a 4a 4a 8b 8b 8b 8b 8b 8b 8b,1
P2/m | 1a 1e 2m 2n 2n,1
Ama2 | 4a 4b 4b 4b 8c 8c,1
Cmmm | 2a 2c 4i 4j 4j 4j 8p,1
P-6m2 | 1a 1f 3j 3j 3j 3k,1
C2/c | 4e 4e 4e 8f 8f 8f 8f 8f 8f 8f,1
P-6m2 | 1a 1f 2i,1
P4_2/mmc | 2c 2e 4g 4i 4k 8n,1
R32 | 3a 6c 9e 9e 18f 18f 18f,1
Pbam | 2a 2c 2d 4h,1
P3m1 | 1a 1a 1a 1a 1a 1a 1b 1b 1b 1b 1b 1b 1c 1c 1c 1c 1c 1c,1
R-3 | 3a 6c 6c 18f,1
I4/mcm | 8h,1
C2/m | 2a 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j 8j,1
P-6m2 | 1a 1d 1e 2g 2h 2i,1
P4/mbm | 4e 4g 8j,1
I4mm | 2a 2a 2a 2a 2a 2a 2a 2a 4b,1
P31c | 2a 2b 2b 2b 6c,1
C2/c | 4e 4e 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,1
Pmmm | 1a 1b 1c 1f 1g 2s,1
I4_1/amd | 4a 8e 8e 16h,1
I-43m | 8c 12e,1
Im-3 | 8c 24g,1
P-4c2 | 2a 2c 4e 4h 4i 4i 8j 8j,1
P2_1/c | 2a 2b 4e 4e 4e 4e 4e 4e 4e 4e,1
P2/c | 2e 2e 2f 2f 4g 4g 4g 4g 4g 4g,1
Cmcm | 4c 4c 8f 8f 8f 8f,1
P-62m | 2c 2d 2e 3f 3f 3g 6i,1
I-4m2 | 2a 2c,1
Immm | 2a 2b 2d 4i 4i 4j 8l 8l,1
Amm2 | 2a 2a 2b 4d 4d 4d 4d 4e 4e 4e 4e 4e,1
R-3 | 6c 6c 18f 18f,1
R32 | 9d 9d 9e 18f,1
Fd-3m | 32e 48f,1
P-62m | 1a 1b 2c 3f 3g,1
R-3 | 3a 6c 6c 18f 18f 18f 18f 18f 18f,1
I-42d | 4a 4b 16e 16e 16e 16e 16e 16e,1
P6_3mc | 2a 2a 2a 2b 2b 2b 2b 2b 6c 6c 6c 6c,1
Fm-3m | 4a 4b 24e 24e 32f 48i,1
Pmc2_1 | 2a 2a 2a 2a 2b 2b 2b 2b 4c 4c,1
P4_2/mmc | 2e 4i,1
Pnma | 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 8d 8d,1
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,1
R-3m | 3a 3b 6c 6c 6c 18h 18h 18h 36i,1
R-3c | 6b 12c 12c 18e 36f 36f 36f 36f,1
C2/m | 2a 2b 4h 4i 4i 4i 8j 8j 8j,1
I4/mcm | 16k,1
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b,1
C2/m | 2a 2c 4e 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 8j 8j,1
F-43m | 4a 4b 4c 16e 16e 24g,1
P2/m | 2m 2m 2m 2n,1
Imma | 4a 4e 4e 8g 8g 8h 8h,1
Cmmm | 2a 4i 4i 4j,1
Pn-3m | 4b 8e 8e 12f 24k,1
Imma | 4a 4c 4e 8h 8h 8h 8i 8i,1
Fdd2 | 8a 16b 16b 16b 16b 16b 16b,1
R3c | 6a 6a 6a 18b 18b 18b 18b 18b 18b 18b,1
P4_32_12 | 4a 8b 8b 8b 8b,1
Aem2 | 4a 4b 4c 4c 4c,1
Cmmm | 2a 2c 4g 4i 4j 4j 4j 4j 8p,1
C2/c | 4a 4e 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f 8f,1
P-42_1m | 2c 2c 4e,1
R32 | 3a 3b 9d,1
P4/nmm | 2a 2c 2c 8i 8j,1
Imm2 | 2a 2a 2a 2b 2b 4d 4d 4d 4d 4d,1
C2 | 2a 2b 2b 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c 4c,1
Cmce | 4a 8e 8f 8f 8f 16g,1
C2/c | 8f 8f 8f 8f 8f 8f,1
P4/nbm | 2a 2b 8m,1
C2/c | 4a 4b 4c 8f 8f,1
C2/c | 4a 4e 4e 8f 8f 8f 8f,1
Cmcm | 4c 4c 8e 8e 8e 8g 8g,1
P6/mmm | 2c 2e,1
P4_2/nmc | 4c 4d 8f 8g 8g 8g,1
P-1 | 1a 1d 1h 2i 2i,1
P-1 | 1a 1b 1c 1d 1h 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
P1 | 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a 1a,1
P4/m | 1a 4j 4j 4j 4k 4k 4k 8l 8l 8l,1
Cmce | 4a 8e 8e 8f 8f 8f 8f 16g,1
Cmce | 4a 8d 8f 16g,1
C2/c | 4c 4e 4e 8f 8f 8f 8f 8f 8f 8f,1
P-3 | 1a 2d 2d 6g 6g 6g 6g 6g 6g,1
Immm | 2a 4h 4j 8l,1
P2 | 1a 1d 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e 2e,1
R3m | 3a 3a 3a 3a 3a 3a 9b 9b 9b,1
I-4 | 2a 2b 2c 8g 8g 8g 8g 8g 8g 8g 8g,1
Pbam | 4g 4g 4g 4h,1
C2/m | 2a 4f 4i 4i 4i 4i 4i 4i 8j,1
I-42d | 8c 16e 16e 16e 16e,1
P-3 | 1a 1b 2d 2d 6g 6g 6g 6g 6g 6g,1
C2/c | 4a 4e 4e 8f 8f 8f,1
R3 | 3a 3a 9b 9b 9b 9b 9b 9b,1
P6_222 | 3c 3d 12k,1
P6_3/mcm | 2b 4d 6g 6g 12j 12j,1
P-4b2 | 2a 2b 2d 8i 8i 8i 8i,1
Pbam | 4g 4g 4h 4h,1
Pbcm | 4c 4c 4c 4d 4d 4d 4d,1
Pmmn | 2a 2a 2b 4e,1
P-1 | 1a 1c 2i 2i 2i 2i 2i 2i 2i 2i,1
Pbcn | 4c 8d 8d 8d,1
P-1 | 1a 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
Pmmn | 2a 2a 2a 2a 2b 2b 2b,1
C2/m | 2a 2b 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i 4i,1
P2_1/m | 2e 2e 2e 4f 4f 4f 4f,1
I222 | 2a 2c 4j 8k,1
Immm | 2a 4i 8l,1
Cmce | 4a 8d 8d 8f,1
Pna2_1 | 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a 4a,1
I4_1/amd | 8e 8e 8e 8e,1
P-1 | 1a 1d 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i 2i,1
P4/mmm | 1a 1b 2g 2g 2h 2h 2h 4i 4i,1
P4_2nm | 2a 2a 2a 4c 4c 4c,1
C2/m | 4g 4h 4i 4i 4i 8j,1
Cm | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b 4b,1
I-4 | 2a 2b 2c 4e 4f 8g 8g 8g 8g 8g 8g 8g 8g 8g 8g 8g 8g 8g,1
Cmce | 8d 8f 8f,1
Pmn2_1 | 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a 2a,1
I222 | 2a 2b 8k,1
P4_2/mnm | 2a 2b 4c 4e 4f 4f 4g 8i 8j 16k,1
